9 ric 1.2 0.503689 0.4 8 0.51 3.14703 0.99 
10 ric 1.2 0.356369 0.4 8 0.51 2.47949 0.99 
11 garrit 1.2 0.803498 0.2 4 0.75 1.05105 0.5 
12 chris 1.2 0.276718 0.3 6 0.65 1.11869 0.75 
13 chris 1.2 0.276721 0.3 6 0.65 3.03469 0.75 
14 garrit 1.2 0.893191 0.2 4 0.75 0.994002 0.5 
15 ric 1.2 0.285842 0.4 8 0.51 3.13052 0.99 
16 ric 1.2 0.63652 0.4 8 0.51 2.47949 0.99 
17 garrit 1.2 0.361663 0.2 4 0.75 1.05105 0.5 
18 ric 1.2 0.468637 0.4 8 0.51 3.14703 0.99 
1 ric 1.3 0.363739 0.4 8 0.51 0.0291909 0.99 
2 chris 1.3 0.37194 0.3 6 0.65 0.101427 0.75 
3 garrit 1.3 0.345078 0.2 4 0.75 0.40433 0.5 
4 mike 1.3 0.919236 0.1 2 0.99 0.482221 0.25 
6 ric 1.3 0.363739 0.4 8 0.51 2.47949 0.99 
7 chris 1.3 0.37194 0.3 6 0.65 3.03469 0.75 
8 garrit 1.3 0.884242 0.2 4 0.75 1.05105 0.5 
9 ric 1.3 0.454591 0.4 8 0.51 3.14703 0.99 
10 ric 1.3 0.321356 0.4 8 0.51 2.47949 0.99 
11 garrit 1.3 0.72643 0.2 4 0.75 1.05105 0.5 
12 chris 1.3 0.451777 0.3 6 0.65 1.11869 0.75 
13 chris 1.3 0.249724 0.3 6 0.65 3.03469 0.75 
14 garrit 1.3 0.89444 0.2 4 0.75 0.994002 0.5 
15 ric 1.3 0.257573 0.4 8 0.51 3.13052 0.99 
16 ric 1.3 0.57472 0.4 8 0.51 2.47949 0.99 
17 garrit 1.3 0.326842 0.2 4 0.75 1.05105 0.5 
18 ric 1.3 0.42289 0.4 8 0.51 3.14703 0.99 
1 ric 1.4 0.328022 0.4 8 0.51 0.0538542 0.99 
2 chris 1.4 0.335838 0.3 6 0.65 0.0266833 0.75 
3 garrit 1.4 0.311843 0.2 4 0.75 0.40433 0.5 
4 mike 1.4 0.831281 0.1 2 0.99 0.482221 0.25 
6 ric 1.4 0.328022 0.4 8 0.51 2.47949 0.99 
7 chris 1.4 0.335838 0.3 6 0.65 3.03469 0.75 
8 garrit 1.4 0.916269 0.2 4 0.75 1.05105 0.5 
9 ric 1.4 0.410186 0.4 8 0.51 3.14703 0.99 
10 ric 1.4 0.289692 0.4 8 0.51 2.47949 0.99 
11 garrit 1.4 0.656731 0.2 4 0.75 1.05105 0.5 
12 chris 1.4 0.636391 0.3 6 0.65 1.11869 0.75 
13 chris 1.4 0.225308 0.3 6 0.65 3.03469 0.75 
14 garrit 1.4 0.887086 0.2 4 0.75 0.994002 0.5 
15 ric 1.4 0.232007 0.4 8 0.51 3.13052 0.99 
16 ric 1.4 0.518829 0.4 8 0.51 2.47949 0.99 
17 garrit 1.4 0.336098 0.2 4 0.75 1.05105 0.5 
18 ric 1.4 0.381517 0.4 8 0.51 3.14703 0.99 
1 ric 1.5 0.29572 0.4 8 0.51 0.123846 0.99 
2 chris 1.5 0.303188 0.3 6 0.65 0.016294 0.75 
3 garrit 1.5 0.281786 0.2 4 0.75 0.40433 0.5 
4 mike 1.5 0.751736 0.1 2 0.99 0.482221 0.25 
6 ric 1.5 0.29572 0.4 8 0.51 2.47949 0.99 
7 chris 1.5 0.303188 0.3 6 0.65 3.03469 0.75 
8 garrit 1.5 0.933888 0.2 4 0.75 1.05105 0.5 
9 ric 1.5 0.370028 0.4 8 0.51 3.14703 0.99 
10 ric 1.5 0.282424 0.4 8 0.51 2.47949 0.99 
11 garrit 1.5 0.593697 0.2 4 0.75 1.05105 0.5 
12 chris 1.5 0.78144 0.3 6 0.65 1.11869 0.75 
13 chris 1.5 0.203227 0.3 6 0.65 3.03469 0.75 
14 garrit 1.5 0.872763 0.2 4 0.75 0.994002 0.5 
15 ric 1.5 0.208886 0.4 8 0.51 3.13052 0.99 
16 ric 1.5 0.468283 0.4 8 0.51 2.47949 0.99 
17 garrit 1.5 0.487763 0.2 4 0.75 1.05105 0.5 
18 ric 1.5 0.3441 0.4 8 0.51 3.14703 0.99 
1 ric 1.6 0.333393 0.4 8 0.51 0.0385365 0.99 
2 chris 1.6 0.32614 0.3 6 0.65 0.059315 0.75 
3 garrit 1.6 0.303498 0.2 4 0.75 0.40433 0.5 
4 mike 1.6 0.679796 0.1 2 0.99 0.482221 0.25 
6 ric 1.6 0.333393 0.4 8 0.51 2.47949 0.99 
7 chris 1.6 0.32614 0.3 6 0.65 3.03469 0.75 
8 garrit 1.6 0.937328 0.2 4 0.75 1.05105 0.5 
9 ric 1.6 0.33371 0.4 8 0.51 3.14703 0.99 
10 ric 1.6 0.459579 0.4 8 0.51 2.47949 0.99 
11 garrit 1.6 0.53669 0.2 4 0.75 1.05105 0.5 
12 chris 1.6 0.923553 0.3 6 0.65 1.11869 0.75 
13 chris 1.6 0.183257 0.3 6 0.65 3.03469 0.75 
14 garrit 1.6 0.841515 0.2 4 0.75 0.994002 0.5 
15 ric 1.6 0.187976 0.4 8 0.51 3.13052 0.99 
16 ric 1.6 0.422569 0.4 8 0.51 2.47949 0.99 
17 garrit 1.6 0.637859 0.2 4 0.75 1.05105 0.5 
18 ric 1.6 0.310261 0.4 8 0.51 3.14703 0.99 
1 ric 1.7 0.519929 0.4 8 0.51 0.0160437 0.99 
2 chris 1.7 0.466524 0.3 6 0.65 0.272567 0.75 
3 garrit 1.7 0.413783 0.2 4 0.75 0.40433 0.5 
4 mike 1.7 0.614736 0.1 2 0.99 0.482221 0.25 
6 ric 1.7 0.519929 0.4 8 0.51 2.47949 0.99 
7 chris 1.7 0.466524 0.3 6 0.65 3.03469 0.75 
8 garrit 1.7 0.943397 0.2 4 0.75 1.05105 0.5 
9 ric 1.7 0.300864 0.4 8 0.51 3.14703 0.99 
10 ric 1.7 0.555741 0.4 8 0.51 2.47949 0.99 
11 garrit 1.7 0.485134 0.2 4 0.75 1.05105 0.5 
12 chris 1.7 0.990737 0.3 6 0.65 1.11869 0.75 
13 chris 1.7 0.165196 0.3 6 0.65 3.03469 0.75 
14 garrit 1.7 0.781231 0.2 4 0.75 0.994002 0.5 
15 ric 1.7 0.169065 0.4 8 0.51 3.13052 0.99 
16 ric 1.7 0.381227 0.4 8 0.51 2.47949 0.99 
17 garrit 1.7 0.730477 0.2 4 0.75 1.05105 0.5 
18 ric 1.7 0.279657 0.4 8 0.51 3.14703 0.99 
1 ric 1.8 0.788368 0.4 8 0.51 0.0641346 0.99 
2 chris 1.8 0.671741 0.3 6 0.65 0.272567 0.75 
3 garrit 1.8 0.55484 0.2 4 0.75 0.40433 0.5 
4 mike 1.8 0.555896 0.1 2 0.99 0.482221 0.25 
6 ric 1.8 0.788368 0.4 8 0.51 2.47949 0.99 
7 chris 1.8 0.671741 0.3 6 0.65 3.03469 0.75 
8 garrit 1.8 0.955325 0.2 4 0.75 1.05105 0.5 
9 ric 1.8 0.271159 0.4 8 0.51 3.14703 0.99 
10 ric 1.8 0.580036 0.4 8 0.51 2.47949 0.99 
11 garrit 1.8 0.438507 0.2 4 0.75 1.05105 0.5 
12 chris 1.8 0.9662 0.3 6 0.65 1.11869 0.75 
13 chris 1.8 0.148863 0.3 6 0.65 3.03469 0.75 
14 garrit 1.8 0.714966 0.2 4 0.75 0.994002 0.5 
15 ric 1.8 0.151962 0.4 8 0.51 3.13052 0.99 
16 ric 1.8 0.343838 0.4 8 0.51 2.47949 0.99 
17 garrit 1.8 0.745994 0.2 4 0.75 1.05105 0.5 
18 ric 1.8 0.25198 0.4 8 0.51 3.14703 0.99 
1 ric 1.9 0.578998 0.4 8 0.51 0.0424258 0.99 
2 chris 1.9 0.888913 0.3 6 0.65 0.272567 0.75 
3 garrit 1.9 0.721522 0.2 4 0.75 0.0323309 0.5 
4 mike 1.9 0.502683 0.1 2 0.99 0.482221 0.25 
6 ric 1.9 0.578998 0.4 8 0.51 2.47949 0.99 
7 chris 1.9 0.888913 0.3 6 0.65 3.03469 0.75 
8 garrit 1.9 0.929218 0.2 4 0.75 1.05105 0.5 
9 ric 1.9 0.244294 0.4 8 0.51 3.14703 0.99 
10 ric 1.9 0.573684 0.4 8 0.51 2.47949 0.99 
11 garrit 1.9 0.396339 0.2 4 0.75 1.05105 0.5 
12 chris 1.9 0.895861 0.3 6 0.65 1.11869 0.75 
13 chris 1.9 0.134091 0.3 6 0.65 3.03469 0.75 
14 garrit 1.9 0.648775 0.2 4 0.75 0.994002 0.5 
15 ric 1.9 0.136495 0.4 8 0.51 3.13052 0.99 
16 ric 1.9 0.381226 0.4 8 0.51 2.47949 0.99 
17 garrit 1.9 0.738827 0.2 4 0.75 1.05105 0.5 
18 ric 1.9 0.226949 0.4 8 0.51 3.14703 0.99 
19 ric 1.9 0.531444 0.4 8 0.51 2.53695 0.99 
20 ric 1.9 0.534368 0.4 8 0.51 2.47949 0.99 
1 ric 2 0.703709 0.4 8 0.51 0.0156167 0.99 
2 chris 2 0.945403 0.3 6 0.65 0.272567 0.75 
3 garrit 2 0.815267 0.2 4 0.75 0.0339555 0.5 
4 mike 2 0.454558 0.1 2 0.99 0.482221 0.25 
6 ric 2 0.703709 0.4 8 0.51 2.47949 0.99 
7 chris 2 0.889384 0.3 6 0.65 3.03469 0.75 
8 garrit 2 0.841743 0.2 4 0.75 1.05105 0.5 
9 ric 2 0.219998 0.4 8 0.51 3.14703 0.99 
10 ric 2 0.579251 0.4 8 0.51 2.47949 0.99 
11 garrit 2 0.370284 0.2 4 0.75 1.05105 0.5 
12 chris 2 0.810098 0.3 6 0.65 1.11869 0.75 
13 chris 2 0.120732 0.3 6 0.65 3.03469 0.75 
14 garrit 2 0.586538 0.2 4 0.75 0.994002 0.5 
15 ric 2 0.122506 0.4 8 0.51 3.13052 0.99 
16 ric 2 0.41489 0.4 8 0.51 2.47949 0.99 
17 garrit 2 0.752564 0.2 4 0.75 1.05105 0.5 
18 ric 2 0.204311 0.4 8 0.51 3.14703 0.99 
19 ric 2 0.597975 0.4 8 0.51 2.53695 0.99 
20 ric 2 0.641351 0.4 8 0.51 2.47949 0.99 
1 ric 2.11 0.981107 0.4 8 0.51 0.123371 0.99 
2 chris 2.11 0.63612 0.3 6 0.65 0.0293138 0.75 
3 garrit 2.11 0.85967 0.2 4 0.75 0.299291 0.5 
4 mike 2.11 0.406918 0.1 2 0.99 0.482221 0.25 
6 ric 2.11 0.981107 0.4 8 0.51 2.47949 0.99 
7 chris 2.11 0.91253 0.3 6 0.65 3.03469 0.75 
8 garrit 2.11 0.753383 0.2 4 0.75 1.05105 0.5 
9 ric 2.11 0.195947 0.4 8 0.51 3.14703 0.99 
10 ric 2.11 0.642431 0.4 8 0.51 2.47949 0.99 
11 garrit 2.11 0.440344 0.2 4 0.75 1.05105 0.5 
12 chris 2.11 0.724723 0.3 6 0.65 1.11869 0.75 
13 chris 2.11 0.140674 0.3 6 0.65 3.03469 0.75 
14 garrit 2.11 0.524888 0.2 4 0.75 0.994002 0.5 
15 ric 2.11 0.108659 0.4 8 0.51 3.13052 0.99 
16 ric 2.11 0.43936 0.4 8 0.51 2.47949 0.99 
17 garrit 2.11 0.725346 0.2 4 0.75 1.05105 0.5 
18 ric 2.11 0.181902 0.4 8 0.51 3.14703 0.99 
19 ric 2.11 0.602895 0.4 8 0.51 2.53695 0.99 
20 ric 2.11 0.618405 0.4 8 0.51 2.47949 0.99 
21 chris 2.11 0.486312 0.3 6 0.65 1.51359 0.75 
1 ric 2.21 0.744175 0.4 8 0.51 0.0486519 0.99 
2 chris 2.21 0.830237 0.3 6 0.65 0.0311659 0.75 
3 garrit 2.21 0.859904 0.2 4 0.75 0.299291 0.5 
4 mike 2.21 0.367949 0.1 2 0.99 0.482221 0.25 
6 ric 2.21 0.744175 0.4 8 0.51 2.47949 0.99 
7 chris 2.21 0.908431 0.3 6 0.65 3.03469 0.75 
8 garrit 2.21 0.681107 0.2 4 0.75 1.05105 0.5 
9 ric 2.21 0.176274 0.4 8 0.51 3.14703 0.99 
10 ric 2.21 0.682166 0.4 8 0.51 2.47949 0.99 
11 garrit 2.21 0.466046 0.2 4 0.75 1.05105 0.5 
12 chris 2.21 0.654889 0.3 6 0.65 0.676891 0.75 
13 chris 2.21 0.22254 0.3 6 0.65 3.03469 0.75 
14 garrit 2.21 0.474461 0.2 4 0.75 0.994002 0.5 
23 ric 2.21 0.467435 0.4 8 0.51 2.47949 0.99 
16 ric 2.21 0.482807 0.4 8 0.51 2.47949 0.99 
17 garrit 2.21 0.685304 0.2 4 0.75 1.05105 0.5 
18 ric 2.21 0.163572 0.4 8 0.51 3.14703 0.99 
19 ric 2.21 0.551549 0.4 8 0.51 2.53695 0.99 
20 ric 2.21 0.559397 0.4 8 0.51 2.47949 0.99 
21 chris 2.21 0.44014 0.3 6 0.65 1.51359 0.75 
22 ric 2.21 0.466947 0.4 8 0.51 3.35014 0.99 
1 ric 2.31 0.554481 0.4 8 0.51 0.0464818 0.99 
2 chris 2.31 0.563542 0.3 6 0.65 0.0633137 0.75 
3 garrit 2.31 0.899718 0.2 4 0.75 0.299291 0.5 
4 mike 2.31 0.332707 0.1 2 0.99 0.482221 0.25 
6 ric 2.31 0.554481 0.4 8 0.51 2.47949 0.99 
7 chris 2.31 0.946231 0.3 6 0.65 3.03469 0.75 
8 garrit 2.31 0.615742 0.2 4 0.75 1.05105 0.5 
9 ric 2.31 0.158482 0.4 8 0.51 3.14703 0.99 
10 ric 2.31 0.707833 0.4 8 0.51 2.47949 0.99 
11 garrit 2.31 0.5685 0.2 4 0.75 1.05105 0.5 
12 chris 2.31 0.651576 0.3 6 0.65 0.676891 0.75 
13 chris 2.31 0.300563 0.3 6 0.65 3.03469 0.75 
14 garrit 2.31 0.428855 0.2 4 0.75 0.994002 0.5 
23 ric 2.31 0.421803 0.4 8 0.51 2.47949 0.99 
16 ric 2.31 0.828371 0.4 8 0.51 2.47949 0.99 
17 garrit 2.31 0.676593 0.2 4 0.75 1.05105 0.5 
18 ric 2.31 0.146994 0.4 8 0.51 3.14703 0.99 
19 ric 2.31 0.505182 0.4 8 0.51 2.53695 0.99 
20 ric 2.31 0.50584 0.4 8 0.51 2.47949 0.99 
21 chris 2.31 0.39821 0.3 6 0.65 1.51359 0.75 
22 ric 2.31 0.421361 0.4 8 0.51 3.35014 0.99 
24 chris 2.31 0.494852 0.3 6 0.65 0.0633137 0.75 
25 ric 2.31 0.510169 0.4 8 0.51 0.0464818 0.99 
26 ric 2.31 0.510607 0.4 8 0.51 2.47949 0.99 
1 ric 2.41 0.737989 0.4 8 0.51 0.0146712 0.99 
2 chris 2.41 0.695437 0.3 6 0.65 0.0787179 0.75 
3 garrit 2.41 0.871958 0.2 4 0.75 0.299291 0.5 
4 mike 2.41 0.300834 0.1 2 0.99 0.482221 0.25 
6 ric 2.41 0.737989 0.4 8 0.51 2.47949 0.99 
7 chris 2.41 0.949807 0.3 6 0.65 3.03469 0.75 
8 garrit 2.41 0.620369 0.2 4 0.75 1.05105 0.5 
9 ric 2.41 0.142391 0.4 8 0.51 3.14703 0.99 
10 ric 2.41 0.721758 0.4 8 0.51 2.47949 0.99 
11 garrit 2.41 0.762841 0.2 4 0.75 1.05105 0.5 
12 chris 2.41 0.82275 0.3 6 0.65 0.676891 0.75 
13 chris 2.41 0.437228 0.3 6 0.65 3.03469 0.75 
14 garrit 2.41 0.387609 0.2 4 0.75 0.994002 0.5 
23 ric 2.41 0.380534 0.4 8 0.51 2.47949 0.99 
16 ric 2.41 0.98569 0.4 8 0.51 2.47949 0.99 
17 garrit 2.41 0.712701 0.2 4 0.75 1.05105 0.5 
18 ric 2.41 0.132002 0.4 8 0.51 3.14703 0.99 
19 ric 2.41 0.463627 0.4 8 0.51 2.53695 0.99 
20 ric 2.41 0.457249 0.4 8 0.51 2.47949 0.99 
21 chris 2.41 0.365156 0.3 6 0.65 1.51359 0.75 
22 ric 2.41 0.392847 0.4 8 0.51 3.35014 0.99 
24 chris 2.41 0.447382 0.3 6 0.65 0.597779 0.75 
25 ric 2.41 0.460451 0.4 8 0.51 3.2939 0.99 
26 ric 2.41 0.460847 0.4 8 0.51 2.47949 0.99 
1 ric 2.51 0.906668 0.4 8 0.51 0.0779198 0.99 
2 chris 2.51 0.816853 0.3 6 0.65 0.0767677 0.75 
3 garrit 2.51 0.85757 0.2 4 0.75 0.299291 0.5 
4 mike 2.51 0.272009 0.1 2 0.99 0.0155883 0.25 
6 ric 2.51 0.906668 0.4 8 0.51 2.47949 0.99 
7 chris 2.51 0.570329 0.3 6 0.65 3.03469 0.75 
8 garrit 2.51 0.793738 0.2 4 0.75 1.05105 0.5 
9 ric 2.51 0.127838 0.4 8 0.51 3.14703 0.99 
10 ric 2.51 0.725952 0.4 8 0.51 2.47949 0.99 
11 garrit 2.51 0.937316 0.2 4 0.75 1.05105 0.5 
12 chris 2.51 0.528023 0.3 6 0.65 0.676891 0.75 
13 chris 2.51 0.676485 0.3 6 0.65 3.03469 0.75 
14 garrit 2.51 0.350308 0.2 4 0.75 0.994002 0.5 
23 ric 2.51 0.343211 0.4 8 0.51 2.47949 0.99 
16 ric 2.51 0.673158 0.4 8 0.51 2.47949 0.99 
17 garrit 2.51 0.692915 0.2 4 0.75 1.05105 0.5 
18 ric 2.51 0.118443 0.4 8 0.51 3.14703 0.99 
19 ric 2.51 0.426055 0.4 8 0.51 2.53695 0.99 
20 ric 2.51 0.41312 0.4 8 0.51 2.47949 0.99 
21 chris 2.51 0.343505 0.3 6 0.65 1.51359 0.75 
22 ric 2.51 0.404598 0.4 8 0.51 3.35014 0.99 
24 chris 2.51 0.404342 0.3 6 0.65 0.597779 0.75 
25 ric 2.51 0.415486 0.4 8 0.51 3.2939 0.99 
26 ric 2.51 0.415844 0.4 8 0.51 2.47949 0.99 
27 ric 2.51 0.480884 0.4 8 0.51 2.47949 0.99 
28 chris 2.51 0.476297 0.3 6 0.65 3.03469 0.75 
29 chris 2.51 0.497081 0.3 6 0.65 0.676891 0.75 
1 ric 2.61 0.500799 0.4 8 0.51 0.0551912 0.99 
2 chris 2.61 0.881449 0.3 6 0.65 0.0196004 0.75 
3 garrit 2.61 0.918991 0.2 4 0.75 0.299291 0.5 
4 mike 2.61 0.245941 0.1 2 0.99 0.0142188 0.25 
6 ric 2.61 0.500799 0.4 8 0.51 2.47949 0.99 
7 chris 2.61 0.658497 0.3 6 0.65 3.03469 0.75 
8 garrit 2.61 0.992198 0.2 4 0.75 7.18837 0.5 
9 ric 2.61 0.114678 0.4 8 0.51 3.14703 0.99 
10 ric 2.61 0.721964 0.4 8 0.51 2.47949 0.99 
11 garrit 2.61 0.639173 0.2 4 0.75 3.56008 0.5 
12 chris 2.61 0.703416 0.3 6 0.65 0.676891 0.75 
13 chris 2.61 0.819887 0.3 6 0.65 3.03469 0.75 
14 garrit 2.61 0.546018 0.2 4 0.75 0.994002 0.5 
23 ric 2.61 0.309457 0.4 8 0.51 2.47949 0.99 
16 ric 2.61 0.790415 0.4 8 0.51 2.47949 0.99 
